speaker,class,original_file,augmented_file,aug_mode,rel_path
SPK001,proxima,2026-09-05_170354227.wav,2026-09-05_170354227_orig.wav,clean_original,SPK001/proxima/2026-09-05_170354227_orig.wav
SPK001,proxima,2026-09-05_170354227.wav,2026-09-05_170354227_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170354227_aug_shift.wav
SPK001,proxima,2026-09-05_170354227.wav,2026-09-05_170354227_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170354227_aug_noise.wav
SPK001,proxima,2026-09-05_170354227.wav,2026-09-05_170354227_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170354227_aug_gain.wav
SPK001,proxima,2026-09-05_170354227.wav,2026-09-05_170354227_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170354227_aug_comp.wav
SPK001,proxima,2026-09-05_170400350.wav,2026-09-05_170400350_orig.wav,clean_original,SPK001/proxima/2026-09-05_170400350_orig.wav
SPK001,proxima,2026-09-05_170400350.wav,2026-09-05_170400350_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170400350_aug_shift.wav
SPK001,proxima,2026-09-05_170400350.wav,2026-09-05_170400350_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170400350_aug_noise.wav
SPK001,proxima,2026-09-05_170400350.wav,2026-09-05_170400350_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170400350_aug_gain.wav
SPK001,proxima,2026-09-05_170400350.wav,2026-09-05_170400350_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170400350_aug_comp.wav
SPK001,proxima,2026-09-05_170410928.wav,2026-09-05_170410928_orig.wav,clean_original,SPK001/proxima/2026-09-05_170410928_orig.wav
SPK001,proxima,2026-09-05_170410928.wav,2026-09-05_170410928_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170410928_aug_shift.wav
SPK001,proxima,2026-09-05_170410928.wav,2026-09-05_170410928_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170410928_aug_noise.wav
SPK001,proxima,2026-09-05_170410928.wav,2026-09-05_170410928_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170410928_aug_gain.wav
SPK001,proxima,2026-09-05_170410928.wav,2026-09-05_170410928_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170410928_aug_comp.wav
SPK001,proxima,2026-09-05_170425586.wav,2026-09-05_170425586_orig.wav,clean_original,SPK001/proxima/2026-09-05_170425586_orig.wav
SPK001,proxima,2026-09-05_170425586.wav,2026-09-05_170425586_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170425586_aug_shift.wav
SPK001,proxima,2026-09-05_170425586.wav,2026-09-05_170425586_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170425586_aug_noise.wav
SPK001,proxima,2026-09-05_170425586.wav,2026-09-05_170425586_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170425586_aug_gain.wav
SPK001,proxima,2026-09-05_170425586.wav,2026-09-05_170425586_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170425586_aug_comp.wav
SPK001,proxima,2026-09-05_170431419.wav,2026-09-05_170431419_orig.wav,clean_original,SPK001/proxima/2026-09-05_170431419_orig.wav
SPK001,proxima,2026-09-05_170431419.wav,2026-09-05_170431419_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170431419_aug_shift.wav
SPK001,proxima,2026-09-05_170431419.wav,2026-09-05_170431419_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170431419_aug_noise.wav
SPK001,proxima,2026-09-05_170431419.wav,2026-09-05_170431419_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170431419_aug_gain.wav
SPK001,proxima,2026-09-05_170431419.wav,2026-09-05_170431419_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170431419_aug_comp.wav
SPK001,proxima,2026-09-05_170456641.wav,2026-09-05_170456641_orig.wav,clean_original,SPK001/proxima/2026-09-05_170456641_orig.wav
SPK001,proxima,2026-09-05_170456641.wav,2026-09-05_170456641_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170456641_aug_shift.wav
SPK001,proxima,2026-09-05_170456641.wav,2026-09-05_170456641_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170456641_aug_noise.wav
SPK001,proxima,2026-09-05_170456641.wav,2026-09-05_170456641_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170456641_aug_gain.wav
SPK001,proxima,2026-09-05_170456641.wav,2026-09-05_170456641_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170456641_aug_comp.wav
SPK001,proxima,2026-09-05_170511230.wav,2026-09-05_170511230_orig.wav,clean_original,SPK001/proxima/2026-09-05_170511230_orig.wav
SPK001,proxima,2026-09-05_170511230.wav,2026-09-05_170511230_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170511230_aug_shift.wav
SPK001,proxima,2026-09-05_170511230.wav,2026-09-05_170511230_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170511230_aug_noise.wav
SPK001,proxima,2026-09-05_170511230.wav,2026-09-05_170511230_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170511230_aug_gain.wav
SPK001,proxima,2026-09-05_170511230.wav,2026-09-05_170511230_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170511230_aug_comp.wav
SPK001,proxima,2026-09-05_170527575.wav,2026-09-05_170527575_orig.wav,clean_original,SPK001/proxima/2026-09-05_170527575_orig.wav
SPK001,proxima,2026-09-05_170527575.wav,2026-09-05_170527575_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170527575_aug_shift.wav
SPK001,proxima,2026-09-05_170527575.wav,2026-09-05_170527575_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170527575_aug_noise.wav
SPK001,proxima,2026-09-05_170527575.wav,2026-09-05_170527575_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170527575_aug_gain.wav
SPK001,proxima,2026-09-05_170527575.wav,2026-09-05_170527575_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170527575_aug_comp.wav
SPK001,proxima,2026-09-05_170609444.wav,2026-09-05_170609444_orig.wav,clean_original,SPK001/proxima/2026-09-05_170609444_orig.wav
SPK001,proxima,2026-09-05_170609444.wav,2026-09-05_170609444_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170609444_aug_shift.wav
SPK001,proxima,2026-09-05_170609444.wav,2026-09-05_170609444_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170609444_aug_noise.wav
SPK001,proxima,2026-09-05_170609444.wav,2026-09-05_170609444_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170609444_aug_gain.wav
SPK001,proxima,2026-09-05_170609444.wav,2026-09-05_170609444_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170609444_aug_comp.wav
SPK001,proxima,2026-09-05_170618965.wav,2026-09-05_170618965_orig.wav,clean_original,SPK001/proxima/2026-09-05_170618965_orig.wav
SPK001,proxima,2026-09-05_170618965.wav,2026-09-05_170618965_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170618965_aug_shift.wav
SPK001,proxima,2026-09-05_170618965.wav,2026-09-05_170618965_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170618965_aug_noise.wav
SPK001,proxima,2026-09-05_170618965.wav,2026-09-05_170618965_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170618965_aug_gain.wav
SPK001,proxima,2026-09-05_170618965.wav,2026-09-05_170618965_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170618965_aug_comp.wav
SPK001,proxima,2026-09-05_170624901.wav,2026-09-05_170624901_orig.wav,clean_original,SPK001/proxima/2026-09-05_170624901_orig.wav
SPK001,proxima,2026-09-05_170624901.wav,2026-09-05_170624901_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170624901_aug_shift.wav
SPK001,proxima,2026-09-05_170624901.wav,2026-09-05_170624901_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170624901_aug_noise.wav
SPK001,proxima,2026-09-05_170624901.wav,2026-09-05_170624901_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170624901_aug_gain.wav
SPK001,proxima,2026-09-05_170624901.wav,2026-09-05_170624901_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170624901_aug_comp.wav
SPK001,proxima,2026-09-05_170632936.wav,2026-09-05_170632936_orig.wav,clean_original,SPK001/proxima/2026-09-05_170632936_orig.wav
SPK001,proxima,2026-09-05_170632936.wav,2026-09-05_170632936_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170632936_aug_shift.wav
SPK001,proxima,2026-09-05_170632936.wav,2026-09-05_170632936_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170632936_aug_noise.wav
SPK001,proxima,2026-09-05_170632936.wav,2026-09-05_170632936_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170632936_aug_gain.wav
SPK001,proxima,2026-09-05_170632936.wav,2026-09-05_170632936_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170632936_aug_comp.wav
SPK001,proxima,2026-09-05_170636423.wav,2026-09-05_170636423_orig.wav,clean_original,SPK001/proxima/2026-09-05_170636423_orig.wav
SPK001,proxima,2026-09-05_170636423.wav,2026-09-05_170636423_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170636423_aug_shift.wav
SPK001,proxima,2026-09-05_170636423.wav,2026-09-05_170636423_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170636423_aug_noise.wav
SPK001,proxima,2026-09-05_170636423.wav,2026-09-05_170636423_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170636423_aug_gain.wav
SPK001,proxima,2026-09-05_170636423.wav,2026-09-05_170636423_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170636423_aug_comp.wav
SPK001,proxima,2026-09-05_170642425.wav,2026-09-05_170642425_orig.wav,clean_original,SPK001/proxima/2026-09-05_170642425_orig.wav
SPK001,proxima,2026-09-05_170642425.wav,2026-09-05_170642425_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170642425_aug_shift.wav
SPK001,proxima,2026-09-05_170642425.wav,2026-09-05_170642425_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170642425_aug_noise.wav
SPK001,proxima,2026-09-05_170642425.wav,2026-09-05_170642425_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170642425_aug_gain.wav
SPK001,proxima,2026-09-05_170642425.wav,2026-09-05_170642425_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170642425_aug_comp.wav
SPK001,proxima,2026-09-05_170703414.wav,2026-09-05_170703414_orig.wav,clean_original,SPK001/proxima/2026-09-05_170703414_orig.wav
SPK001,proxima,2026-09-05_170703414.wav,2026-09-05_170703414_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170703414_aug_shift.wav
SPK001,proxima,2026-09-05_170703414.wav,2026-09-05_170703414_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170703414_aug_noise.wav
SPK001,proxima,2026-09-05_170703414.wav,2026-09-05_170703414_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170703414_aug_gain.wav
SPK001,proxima,2026-09-05_170703414.wav,2026-09-05_170703414_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170703414_aug_comp.wav
SPK001,proxima,2026-09-05_170707113.wav,2026-09-05_170707113_orig.wav,clean_original,SPK001/proxima/2026-09-05_170707113_orig.wav
SPK001,proxima,2026-09-05_170707113.wav,2026-09-05_170707113_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170707113_aug_shift.wav
SPK001,proxima,2026-09-05_170707113.wav,2026-09-05_170707113_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170707113_aug_noise.wav
SPK001,proxima,2026-09-05_170707113.wav,2026-09-05_170707113_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170707113_aug_gain.wav
SPK001,proxima,2026-09-05_170707113.wav,2026-09-05_170707113_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170707113_aug_comp.wav
SPK001,proxima,2026-09-05_170710325.wav,2026-09-05_170710325_orig.wav,clean_original,SPK001/proxima/2026-09-05_170710325_orig.wav
SPK001,proxima,2026-09-05_170710325.wav,2026-09-05_170710325_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170710325_aug_shift.wav
SPK001,proxima,2026-09-05_170710325.wav,2026-09-05_170710325_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170710325_aug_noise.wav
SPK001,proxima,2026-09-05_170710325.wav,2026-09-05_170710325_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170710325_aug_gain.wav
SPK001,proxima,2026-09-05_170710325.wav,2026-09-05_170710325_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170710325_aug_comp.wav
SPK001,proxima,2026-09-05_170715924.wav,2026-09-05_170715924_orig.wav,clean_original,SPK001/proxima/2026-09-05_170715924_orig.wav
SPK001,proxima,2026-09-05_170715924.wav,2026-09-05_170715924_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170715924_aug_shift.wav
SPK001,proxima,2026-09-05_170715924.wav,2026-09-05_170715924_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170715924_aug_noise.wav
SPK001,proxima,2026-09-05_170715924.wav,2026-09-05_170715924_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170715924_aug_gain.wav
SPK001,proxima,2026-09-05_170715924.wav,2026-09-05_170715924_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170715924_aug_comp.wav
SPK001,proxima,2026-09-05_170725488.wav,2026-09-05_170725488_orig.wav,clean_original,SPK001/proxima/2026-09-05_170725488_orig.wav
SPK001,proxima,2026-09-05_170725488.wav,2026-09-05_170725488_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170725488_aug_shift.wav
SPK001,proxima,2026-09-05_170725488.wav,2026-09-05_170725488_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170725488_aug_noise.wav
SPK001,proxima,2026-09-05_170725488.wav,2026-09-05_170725488_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170725488_aug_gain.wav
SPK001,proxima,2026-09-05_170725488.wav,2026-09-05_170725488_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170725488_aug_comp.wav
SPK001,proxima,2026-09-05_170800447.wav,2026-09-05_170800447_orig.wav,clean_original,SPK001/proxima/2026-09-05_170800447_orig.wav
SPK001,proxima,2026-09-05_170800447.wav,2026-09-05_170800447_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170800447_aug_shift.wav
SPK001,proxima,2026-09-05_170800447.wav,2026-09-05_170800447_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170800447_aug_noise.wav
SPK001,proxima,2026-09-05_170800447.wav,2026-09-05_170800447_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170800447_aug_gain.wav
SPK001,proxima,2026-09-05_170800447.wav,2026-09-05_170800447_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170800447_aug_comp.wav
SPK001,proxima,2026-09-05_170836115.wav,2026-09-05_170836115_orig.wav,clean_original,SPK001/proxima/2026-09-05_170836115_orig.wav
SPK001,proxima,2026-09-05_170836115.wav,2026-09-05_170836115_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170836115_aug_shift.wav
SPK001,proxima,2026-09-05_170836115.wav,2026-09-05_170836115_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170836115_aug_noise.wav
SPK001,proxima,2026-09-05_170836115.wav,2026-09-05_170836115_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170836115_aug_gain.wav
SPK001,proxima,2026-09-05_170836115.wav,2026-09-05_170836115_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170836115_aug_comp.wav
SPK001,proxima,2026-09-05_170901630.wav,2026-09-05_170901630_orig.wav,clean_original,SPK001/proxima/2026-09-05_170901630_orig.wav
SPK001,proxima,2026-09-05_170901630.wav,2026-09-05_170901630_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170901630_aug_shift.wav
SPK001,proxima,2026-09-05_170901630.wav,2026-09-05_170901630_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170901630_aug_noise.wav
SPK001,proxima,2026-09-05_170901630.wav,2026-09-05_170901630_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170901630_aug_gain.wav
SPK001,proxima,2026-09-05_170901630.wav,2026-09-05_170901630_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170901630_aug_comp.wav
SPK001,proxima,2026-09-05_170905329.wav,2026-09-05_170905329_orig.wav,clean_original,SPK001/proxima/2026-09-05_170905329_orig.wav
SPK001,proxima,2026-09-05_170905329.wav,2026-09-05_170905329_aug_shift.wav,time_shift,SPK001/proxima/2026-09-05_170905329_aug_shift.wav
SPK001,proxima,2026-09-05_170905329.wav,2026-09-05_170905329_aug_noise.wav,noise,SPK001/proxima/2026-09-05_170905329_aug_noise.wav
SPK001,proxima,2026-09-05_170905329.wav,2026-09-05_170905329_aug_gain.wav,gain,SPK001/proxima/2026-09-05_170905329_aug_gain.wav
SPK001,proxima,2026-09-05_170905329.wav,2026-09-05_170905329_aug_comp.wav,composite,SPK001/proxima/2026-09-05_170905329_aug_comp.wav
SPK001,unknown,2026-09-05_202110986.wav,2026-09-05_202110986_orig.wav,clean_original,SPK001/unknown/2026-09-05_202110986_orig.wav
SPK001,unknown,2026-09-05_202110986.wav,2026-09-05_202110986_aug_shift.wav,time_shift,SPK001/unknown/2026-09-05_202110986_aug_shift.wav
SPK001,unknown,2026-09-05_202110986.wav,2026-09-05_202110986_aug_noise.wav,noise,SPK001/unknown/2026-09-05_202110986_aug_noise.wav
SPK001,unknown,2026-09-05_202110986.wav,2026-09-05_202110986_aug_gain.wav,gain,SPK001/unknown/2026-09-05_202110986_aug_gain.wav
SPK001,unknown,2026-09-05_202110986.wav,2026-09-05_202110986_aug_comp.wav,composite,SPK001/unknown/2026-09-05_202110986_aug_comp.wav
SPK001,unknown,2026-09-05_202115151.wav,2026-09-05_202115151_orig.wav,clean_original,SPK001/unknown/2026-09-05_202115151_orig.wav
SPK001,unknown,2026-09-05_202115151.wav,2026-09-05_202115151_aug_shift.wav,time_shift,SPK001/unknown/2026-09-05_202115151_aug_shift.wav
SPK001,unknown,2026-09-05_202115151.wav,2026-09-05_202115151_aug_noise.wav,noise,SPK001/unknown/2026-09-05_202115151_aug_noise.wav
SPK001,unknown,2026-09-05_202115151.wav,2026-09-05_202115151_aug_gain.wav,gain,SPK001/unknown/2026-09-05_202115151_aug_gain.wav
SPK001,unknown,2026-09-05_202115151.wav,2026-09-05_202115151_aug_comp.wav,composite,SPK001/unknown/2026-09-05_202115151_aug_comp.wav
SPK001,unknown,2026-09-05_202118673.wav,2026-09-05_202118673_orig.wav,clean_original,SPK001/unknown/2026-09-05_202118673_orig.wav
SPK001,unknown,2026-09-05_202118673.wav,2026-09-05_202118673_aug_shift.wav,time_shift,SPK001/unknown/2026-09-05_202118673_aug_shift.wav
SPK001,unknown,2026-09-05_202118673.wav,2026-09-05_202118673_aug_noise.wav,noise,SPK001/unknown/2026-09-05_202118673_aug_noise.wav
SPK001,unknown,2026-09-05_202118673.wav,2026-09-05_202118673_aug_gain.wav,gain,SPK001/unknown/2026-09-05_202118673_aug_gain.wav
SPK001,unknown,2026-09-05_202118673.wav,2026-09-05_202118673_aug_comp.wav,composite,SPK001/unknown/2026-09-05_202118673_aug_comp.wav
SPK001,unknown,2026-09-05_202121725.wav,2026-09-05_202121725_orig.wav,clean_original,SPK001/unknown/2026-09-05_202121725_orig.wav
SPK001,unknown,2026-09-05_202121725.wav,2026-09-05_202121725_aug_shift.wav,time_shift,SPK001/unknown/2026-09-05_202121725_aug_shift.wav
SPK001,unknown,2026-09-05_202121725.wav,2026-09-05_202121725_aug_noise.wav,noise,SPK001/unknown/2026-09-05_202121725_aug_noise.wav
SPK001,unknown,2026-09-05_202121725.wav,2026-09-05_202121725_aug_gain.wav,gain,SPK001/unknown/2026-09-05_202121725_aug_gain.wav
SPK001,unknown,2026-09-05_202121725.wav,2026-09-05_202121725_aug_comp.wav,composite,SPK001/unknown/2026-09-05_202121725_aug_comp.wav
SPK001,unknown,2026-09-05_202124703.wav,2026-09-05_202124703_orig.wav,clean_original,SPK001/unknown/2026-09-05_202124703_orig.wav
SPK001,unknown,2026-09-05_202124703.wav,2026-09-05_202124703_aug_shift.wav,time_shift,SPK001/unknown/2026-09-05_202124703_aug_shift.wav
SPK001,unknown,2026-09-05_202124703.wav,2026-09-05_202124703_aug_noise.wav,noise,SPK001/unknown/2026-09-05_202124703_aug_noise.wav
SPK001,unknown,2026-09-05_202124703.wav,2026-09-05_202124703_aug_gain.wav,gain,SPK001/unknown/2026-09-05_202124703_aug_gain.wav
SPK001,unknown,2026-09-05_202124703.wav,2026-09-05_202124703_aug_comp.wav,composite,SPK001/unknown/2026-09-05_202124703_aug_comp.wav
SPK001,unknown,2026-09-05_202130477.wav,2026-09-05_202130477_orig.wav,clean_original,SPK001/unknown/2026-09-05_202130477_orig.wav
SPK001,unknown,2026-09-05_202130477.wav,2026-09-05_202130477_aug_shift.wav,time_shift,SPK001/unknown/2026-09-05_202130477_aug_shift.wav
SPK001,unknown,2026-09-05_202130477.wav,2026-09-05_202130477_aug_noise.wav,noise,SPK001/unknown/2026-09-05_202130477_aug_noise.wav
SPK001,unknown,2026-09-05_202130477.wav,2026-09-05_202130477_aug_gain.wav,gain,SPK001/unknown/2026-09-05_202130477_aug_gain.wav
SPK001,unknown,2026-09-05_202130477.wav,2026-09-05_202130477_aug_comp.wav,composite,SPK001/unknown/2026-09-05_202130477_aug_comp.wav
SPK001,unknown,2026-09-05_202134204.wav,2026-09-05_202134204_orig.wav,clean_original,SPK001/unknown/2026-09-05_202134204_orig.wav
