epoch,train_loss,train_accuracy,val_loss,val_accuracy
35,0.4747200012207031,0.8735632300376892,0.4413060247898102,0.8850574493408203
36,0.4857713580131531,0.8735632300376892,0.49499082565307617,0.8620689511299133
37,0.47693273425102234,0.8678160905838013,0.46797850728034973,0.8390804529190063
38,0.46673583984375,0.8793103694915771,0.4346657991409302,0.8965517282485962
39,0.4657174050807953,0.8793103694915771,0.6017928719520569,0.7241379022598267
40,0.45029494166374207,0.8821839094161987,0.4000699818134308,0.8850574493408203
41,0.45785197615623474,0.8965517282485962,0.42204350233078003,0.8850574493408203
42,0.4695105254650116,0.8821839094161987,0.41624972224235535,0.8850574493408203
43,0.4991801977157593,0.8735632300376892,0.41516026854515076,0.9195402264595032
44,0.43748021125793457,0.9281609058380127,0.445850670337677,0.8965517282485962
45,0.4857349693775177,0.8563218116760254,0.41585254669189453,0.8620689511299133
46,0.440539687871933,0.9022988677024841,0.3997911512851715,0.8965517282485962
47,0.430705726146698,0.9109195470809937,0.38548392057418823,0.9080459475517273
48,0.4444465637207031,0.8879310488700867,0.39021745324134827,0.9195402264595032
49,0.42109113931655884,0.9022988677024841,0.38999781012535095,0.8850574493408203
50,0.4263609051704407,0.9022988677024841,0.44583243131637573,0.8735632300376892
51,0.41802316904067993,0.9195402264595032,0.4376162886619568,0.8965517282485962
52,0.42780017852783203,0.9109195470809937,0.3758365213871002,0.931034505367279
53,0.40300118923187256,0.9339080452919006,0.35835713148117065,0.9425287246704102
54,0.3943578898906708,0.9166666865348816,0.40076741576194763,0.931034505367279
55,0.41027459502220154,0.9166666865348816,0.3597993850708008,0.9425287246704102
56,0.4210546612739563,0.9109195470809937,0.38888785243034363,0.9425287246704102
57,0.4169590473175049,0.9281609058380127,0.4303707778453827,0.9195402264595032
58,0.4349178969860077,0.8994252681732178,0.36564207077026367,0.931034505367279
59,0.39885658025741577,0.9281609058380127,0.48876023292541504,0.8735632300376892
60,0.3903616964817047,0.9252873659133911,0.3558192551136017,0.9655172228813171
61,0.40999874472618103,0.9022988677024841,0.35729944705963135,0.931034505367279
62,0.3929084837436676,0.9224137663841248,0.33740296959877014,0.9425287246704102
63,0.3867269456386566,0.9281609058380127,0.33201828598976135,0.9655172228813171
64,0.4070102572441101,0.9022988677024841,0.33504340052604675,0.954023003578186
65,0.4010944962501526,0.9137930870056152,0.3946211338043213,0.9195402264595032
66,0.4272012710571289,0.9137930870056152,0.33613115549087524,0.9655172228813171
67,0.40483853220939636,0.9252873659133911,0.36290714144706726,0.9425287246704102
68,0.3996720016002655,0.9166666865348816,0.384238064289093,0.931034505367279
69,0.3917231559753418,0.9396551847457886,0.37291547656059265,0.9195402264595032
70,0.3902352452278137,0.9281609058380127,0.3522886037826538,0.931034505367279
71,0.4018387198448181,0.931034505367279,0.3804028034210205,0.931034505367279
72,0.41418808698654175,0.9195402264595032,0.32158130407333374,0.9885057210922241
73,0.38592949509620667,0.9482758641242981,0.32731738686561584,0.9655172228813171
74,0.41490164399147034,0.9080459475517273,0.35307756066322327,0.931034505367279
75,0.3720487058162689,0.9425287246704102,0.3250119984149933,1.0
76,0.37686920166015625,0.931034505367279,0.3372783064842224,0.9425287246704102
77,0.37668535113334656,0.9425287246704102,0.3588705062866211,0.931034505367279
78,0.3637927770614624,0.9396551847457886,0.34555506706237793,0.954023003578186
79,0.3818637728691101,0.9281609058380127,0.3721736967563629,0.9425287246704102
80,0.38924652338027954,0.9281609058380127,0.3613608181476593,0.954023003578186
81,0.3588360846042633,0.9511494040489197,0.3623766303062439,0.9425287246704102
82,0.36805593967437744,0.954023003578186,0.37905892729759216,0.9425287246704102
83,0.4173954129219055,0.9022988677024841,0.3488888740539551,0.9655172228813171
84,0.362496554851532,0.9425287246704102,0.3462219536304474,0.977011501789093
85,0.36447620391845703,0.9367815852165222,0.3293377757072449,0.9425287246704102
86,0.35184571146965027,0.9626436829566956,0.39276251196861267,0.9655172228813171
87,0.3871169984340668,0.9339080452919006,0.3432639241218567,0.9425287246704102
88,0.35279858112335205,0.9511494040489197,0.33084040880203247,0.9425287246704102
89,0.3458227515220642,0.9511494040489197,0.31609970331192017,0.9655172228813171
90,0.3632696568965912,0.9454023241996765,0.33329370617866516,0.9425287246704102
91,0.3578968644142151,0.9568965435028076,0.37435171008110046,0.954023003578186
92,0.37229353189468384,0.9482758641242981,0.32452404499053955,0.977011501789093
93,0.3407050669193268,0.9683908224105835,0.3285401165485382,0.977011501789093
94,0.3501407504081726,0.959770143032074,0.3399503827095032,0.9655172228813171
95,0.33682334423065186,0.9741379022598267,0.3425310254096985,0.9425287246704102
96,0.35080358386039734,0.9626436829566956,0.32742196321487427,0.9655172228813171
97,0.35408246517181396,0.954023003578186,0.317730575799942,0.977011501789093
98,0.3317062258720398,0.9798850417137146,0.3255424499511719,0.954023003578186
99,0.35529109835624695,0.954023003578186,0.33515626192092896,0.931034505367279
100,0.33756816387176514,0.9741379022598267,0.3200191557407379,0.977011501789093
101,0.3239554464817047,0.9712643623352051,0.3111758828163147,0.977011501789093
102,0.3470728099346161,0.9454023241996765,0.31422191858291626,0.9885057210922241
103,0.3567139804363251,0.9482758641242981,0.32150164246559143,0.9885057210922241
104,0.3462749719619751,0.9655172228813171,0.314031720161438,0.9885057210922241
105,0.3414687216281891,0.9626436829566956,0.32655569911003113,0.9655172228813171
106,0.3496243357658386,0.9482758641242981,0.30384209752082825,0.9885057210922241
107,0.33739712834358215,0.9655172228813171,0.3108532726764679,0.977011501789093
108,0.33408236503601074,0.9655172228813171,0.30778777599334717,0.977011501789093
109,0.3443186283111572,0.959770143032074,0.316127747297287,0.977011501789093
110,0.3563019335269928,0.9482758641242981,0.3159312605857849,0.977011501789093
111,0.33224475383758545,0.9741379022598267,0.31036943197250366,0.9885057210922241
112,0.3549130856990814,0.9655172228813171,0.32339420914649963,0.954023003578186
113,0.3350740671157837,0.9683908224105835,0.3024108409881592,0.9885057210922241
114,0.33804625272750854,0.959770143032074,0.3037983775138855,0.9885057210922241
115,0.3155035674571991,0.9798850417137146,0.3008674085140228,0.977011501789093
116,0.34308573603630066,0.9568965435028076,0.3165183365345001,0.9655172228813171
117,0.33522453904151917,0.9683908224105835,0.30698806047439575,0.9655172228813171
118,0.3371414840221405,0.9626436829566956,0.32575759291648865,0.954023003578186
119,0.3188420832157135,0.9741379022598267,0.30263829231262207,0.977011501789093
120,0.35266631841659546,0.9482758641242981,0.30781325697898865,0.954023003578186
121,0.33070245385169983,0.9655172228813171,0.34221363067626953,0.9425287246704102
122,0.33829694986343384,0.954023003578186,0.30129969120025635,0.9885057210922241
123,0.3368430435657501,0.9683908224105835,0.3407590687274933,0.954023003578186
124,0.3271541893482208,0.9712643623352051,0.3024879992008209,0.9885057210922241
125,0.35346242785453796,0.9568965435028076,0.33415672183036804,0.9655172228813171
126,0.3448565900325775,0.954023003578186,0.33647817373275757,0.9655172228813171
127,0.3218509554862976,0.977011501789093,0.3146060109138489,0.954023003578186
128,0.32523298263549805,0.9683908224105835,0.3048434555530548,0.9885057210922241
129,0.33816200494766235,0.9511494040489197,0.3296408951282501,0.9655172228813171
130,0.33360007405281067,0.9568965435028076,0.2957141101360321,0.9885057210922241
131,0.34074097871780396,0.9482758641242981,0.304332971572876,0.977011501789093
132,0.3344825804233551,0.9712643623352051,0.3364804685115814,0.9425287246704102
133,0.32378432154655457,0.959770143032074,0.3114969730377197,0.9655172228813171
134,0.35539698600769043,0.9425287246704102,0.30187347531318665,0.9885057210922241
135,0.34405022859573364,0.9568965435028076,0.3124234676361084,0.9885057210922241
136,0.326055109500885,0.9683908224105835,0.30538666248321533,0.977011501789093
137,0.3362492620944977,0.9655172228813171,0.32984140515327454,0.9655172228813171
138,0.3201242983341217,0.9741379022598267,0.29776233434677124,0.9885057210922241
139,0.3102320730686188,0.977011501789093,0.32257598638534546,0.9655172228813171
140,0.34674808382987976,0.9511494040489197,0.3022771179676056,0.977011501789093
141,0.3242945969104767,0.977011501789093,0.32129085063934326,0.9655172228813171
142,0.3096773326396942,0.982758641242981,0.32601138949394226,0.9655172228813171
143,0.33874812722206116,0.9626436829566956,0.35695093870162964,0.954023003578186
144,0.33037206530570984,0.977011501789093,0.30641883611679077,0.9885057210922241
145,0.33680272102355957,0.9626436829566956,0.3289986252784729,0.954023003578186
146,0.3120952546596527,0.9712643623352051,0.31448468565940857,0.954023003578186
147,0.32905247807502747,0.9626436829566956,0.3209806978702545,0.9655172228813171
148,0.31993794441223145,0.9655172228813171,0.34265145659446716,0.954023003578186
149,0.3318175673484802,0.9482758641242981,0.3059040606021881,0.977011501789093
150,0.325848788022995,0.977011501789093,0.3165792226791382,0.9655172228813171
