filename,original_path,split,speaker,class
2026-09-05_170206538.wav,PROXIMA_DATA_1/SPK001/proxima/2026-09-05_170206538.wav,train,SPK001,proxima
2026-09-05_170456641.wav,PROXIMA_DATA_1/SPK001/proxima/2026-09-05_170456641.wav,train,SPK001,proxima
2026-09-05_170624901.wav,PROXIMA_DATA_1/SPK001/proxima/2026-09-05_170624901.wav,train,SPK001,proxima
2026-09-05_170218048.wav,PROXIMA_DATA_1/SPK001/proxima/2026-09-05_170218048.wav,train,SPK001,proxima
2026-09-05_170618965.wav,PROXIMA_DATA_1/SPK001/proxima/2026-09-05_170618965.wav,train,SPK001,proxima
2026-09-05_170642425.wav,PROXIMA_DATA_1/SPK001/proxima/2026-09-05_170642425.wav,train,SPK001,proxima
2026-09-05_170901630.wav,PROXIMA_DATA_1/SPK001/proxima/2026-09-05_170901630.wav,train,SPK001,proxima
2026-09-05_170258320.wav,PROXIMA_DATA_1/SPK001/proxima/2026-09-05_170258320.wav,train,SPK001,proxima
2026-09-05_170715924.wav,PROXIMA_DATA_1/SPK001/proxima/2026-09-05_170715924.wav,train,SPK001,proxima
2026-09-05_170316488.wav,PROXIMA_DATA_1/SPK001/proxima/2026-09-05_170316488.wav,test,SPK001,proxima
2026-09-05_170354227.wav,PROXIMA_DATA_1/SPK001/proxima/2026-09-05_170354227.wav,test,SPK001,proxima
2026-09-05_170707113.wav,PROXIMA_DATA_1/SPK001/proxima/2026-09-05_170707113.wav,test,SPK001,proxima
2026-09-05_165834652.wav,PROXIMA_DATA_1/SPK001/proxima/2026-09-05_165834652.wav,test,SPK001,proxima
2026-09-05_170234702.wav,PROXIMA_DATA_1/SPK001/proxima/2026-09-05_170234702.wav,test,SPK001,proxima
2026-09-05_170636423.wav,PROXIMA_DATA_1/SPK001/proxima/2026-09-05_170636423.wav,test,SPK001,proxima
2026-09-05_202310372.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202310372.wav,train,SPK001,unknown
2026-09-05_202416173.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202416173.wav,train,SPK001,unknown
2026-09-05_202141760.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202141760.wav,train,SPK001,unknown
2026-09-05_202301580.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202301580.wav,train,SPK001,unknown
2026-09-05_202400811.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202400811.wav,train,SPK001,unknown
2026-09-05_202319060.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202319060.wav,train,SPK001,unknown
2026-09-05_202420840.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202420840.wav,train,SPK001,unknown
2026-09-05_202206197.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202206197.wav,train,SPK001,unknown
2026-09-05_202336847.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202336847.wav,train,SPK001,unknown
2026-09-05_202332780.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202332780.wav,train,SPK001,unknown
2026-09-05_202258636.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202258636.wav,train,SPK001,unknown
2026-09-05_202358398.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202358398.wav,train,SPK001,unknown
2026-09-05_202306970.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202306970.wav,train,SPK001,unknown
2026-09-05_202124703.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202124703.wav,train,SPK001,unknown
2026-09-05_202241656.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202241656.wav,train,SPK001,unknown
2026-09-05_202138670.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202138670.wav,train,SPK001,unknown
2026-09-05_202115151.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202115151.wav,train,SPK001,unknown
2026-09-05_202239056.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202239056.wav,train,SPK001,unknown
2026-09-05_202315694.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202315694.wav,train,SPK001,unknown
2026-09-05_202215193.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202215193.wav,train,SPK001,unknown
2026-09-05_202155050.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202155050.wav,train,SPK001,unknown
2026-09-05_202217760.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202217760.wav,train,SPK001,unknown
2026-09-05_202223904.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202223904.wav,train,SPK001,unknown
2026-09-05_202339858.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202339858.wav,train,SPK001,unknown
2026-09-05_202249758.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202249758.wav,train,SPK001,unknown
2026-09-05_202304226.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202304226.wav,train,SPK001,unknown
2026-09-05_202158006.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202158006.wav,train,SPK001,unknown
2026-09-05_202121725.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202121725.wav,train,SPK001,unknown
2026-09-05_202349337.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202349337.wav,train,SPK001,unknown
2026-09-05_202203552.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202203552.wav,train,SPK001,unknown
2026-09-05_202233244.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202233244.wav,train,SPK001,unknown
2026-09-05_202118673.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202118673.wav,train,SPK001,unknown
2026-09-05_202209647.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202209647.wav,train,SPK001,unknown
2026-09-05_202312971.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202312971.wav,train,SPK001,unknown
2026-09-05_202230122.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202230122.wav,train,SPK001,unknown
2026-09-05_202330079.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202330079.wav,train,SPK001,unknown
2026-09-05_202235856.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202235856.wav,train,SPK001,unknown
2026-09-05_202130477.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202130477.wav,train,SPK001,unknown
2026-09-05_202134204.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202134204.wav,train,SPK001,unknown
2026-09-05_202352128.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202352128.wav,train,SPK001,unknown
2026-09-05_202200807.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202200807.wav,test,SPK001,unknown
2026-09-05_202145701.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202145701.wav,test,SPK001,unknown
2026-09-05_202418462.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202418462.wav,test,SPK001,unknown
2026-09-05_202227022.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202227022.wav,test,SPK001,unknown
2026-09-05_202247246.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202247246.wav,test,SPK001,unknown
2026-09-05_202355688.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202355688.wav,test,SPK001,unknown
2026-09-05_202151360.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202151360.wav,test,SPK001,unknown
2026-09-05_202110986.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202110986.wav,test,SPK001,unknown
2026-09-05_202212391.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202212391.wav,test,SPK001,unknown
2026-09-05_202321939.wav,PROXIMA_DATA_1/SPK001/unknown/2026-09-05_202321939.wav,test,SPK001,unknown
05-09-2026 10.48.wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.48.wav,train,SPK002,proxima
05-09-2026 10.51(2).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.51(2).wav,train,SPK002,proxima
05-09-2026 10.54(3).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.54(3).wav,train,SPK002,proxima
05-09-2026 10.55(2).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.55(2).wav,train,SPK002,proxima
05-09-2026 10.52.wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.52.wav,train,SPK002,proxima
05-09-2026 10.53(3).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.53(3).wav,train,SPK002,proxima
05-09-2026 10.58.wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.58.wav,train,SPK002,proxima
05-09-2026 11.02.wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 11.02.wav,train,SPK002,proxima
05-09-2026 10.59.wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.59.wav,train,SPK002,proxima
05-09-2026 10.55(3).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.55(3).wav,train,SPK002,proxima
05-09-2026 10.54(2).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.54(2).wav,train,SPK002,proxima
05-09-2026 10.54(5).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.54(5).wav,train,SPK002,proxima
05-09-2026 11.00(2).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 11.00(2).wav,train,SPK002,proxima
05-09-2026 11.01.wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 11.01.wav,train,SPK002,proxima
05-09-2026 10.50(2).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.50(2).wav,train,SPK002,proxima
05-09-2026 11.00(4).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 11.00(4).wav,train,SPK002,proxima
05-09-2026 10.51(3).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.51(3).wav,train,SPK002,proxima
05-09-2026 10.49.wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.49.wav,train,SPK002,proxima
05-09-2026 10.52(2).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.52(2).wav,train,SPK002,proxima
05-09-2026 10.53.wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.53.wav,train,SPK002,proxima
05-09-2026 11.01(2).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 11.01(2).wav,train,SPK002,proxima
05-09-2026 10.58(3).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.58(3).wav,train,SPK002,proxima
05-09-2026 10.59(2).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.59(2).wav,train,SPK002,proxima
05-09-2026 10.49(2).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.49(2).wav,train,SPK002,proxima
05-09-2026 11.02(2).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 11.02(2).wav,train,SPK002,proxima
05-09-2026 10.55.wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.55.wav,train,SPK002,proxima
05-09-2026 10.51.wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.51.wav,train,SPK002,proxima
05-09-2026 11.00.wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 11.00.wav,train,SPK002,proxima
05-09-2026 10.58(2).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.58(2).wav,train,SPK002,proxima
05-09-2026 10.55(4).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.55(4).wav,train,SPK002,proxima
05-09-2026 11.01(3).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 11.01(3).wav,train,SPK002,proxima
05-09-2026 11.03.wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 11.03.wav,train,SPK002,proxima
05-09-2026 10.58(4).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.58(4).wav,test,SPK002,proxima
05-09-2026 11.00(3).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 11.00(3).wav,test,SPK002,proxima
05-09-2026 11.02(3).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 11.02(3).wav,test,SPK002,proxima
05-09-2026 10.54(4).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.54(4).wav,test,SPK002,proxima
05-09-2026 11.01(4).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 11.01(4).wav,test,SPK002,proxima
05-09-2026 10.53(2).wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.53(2).wav,test,SPK002,proxima
05-09-2026 10.50.wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.50.wav,test,SPK002,proxima
05-09-2026 10.54.wav,PROXIMA_DATA_1/SPK002/proxima/05-09-2026 10.54.wav,test,SPK002,proxima
05-09-2026 17.01.wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.01.wav,train,SPK002,unknown
05-09-2026 17.00(9).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.00(9).wav,train,SPK002,unknown
05-09-2026 16.58(2).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.58(2).wav,train,SPK002,unknown
05-09-2026 17.02(5).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.02(5).wav,train,SPK002,unknown
05-09-2026 16.56(3).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.56(3).wav,train,SPK002,unknown
05-09-2026 16.58(3).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.58(3).wav,train,SPK002,unknown
05-09-2026 16.59(2).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.59(2).wav,train,SPK002,unknown
05-09-2026 17.03.wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.03.wav,train,SPK002,unknown
05-09-2026 16.56.wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.56.wav,train,SPK002,unknown
05-09-2026 17.01(3).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.01(3).wav,train,SPK002,unknown
05-09-2026 16.55(2).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.55(2).wav,train,SPK002,unknown
05-09-2026 17.00(2).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.00(2).wav,train,SPK002,unknown
05-09-2026 16.55(3).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.55(3).wav,train,SPK002,unknown
05-09-2026 16.57(2).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.57(2).wav,train,SPK002,unknown
05-09-2026 16.57(5).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.57(5).wav,train,SPK002,unknown
05-09-2026 17.02.wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.02.wav,train,SPK002,unknown
05-09-2026 17.02(4).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.02(4).wav,train,SPK002,unknown
05-09-2026 17.02(7).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.02(7).wav,train,SPK002,unknown
05-09-2026 17.02(3).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.02(3).wav,train,SPK002,unknown
05-09-2026 16.57(3).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.57(3).wav,train,SPK002,unknown
05-09-2026 17.01(6).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.01(6).wav,train,SPK002,unknown
05-09-2026 17.00(4).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.00(4).wav,train,SPK002,unknown
05-09-2026 17.01(5).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.01(5).wav,train,SPK002,unknown
05-09-2026 16.58(4).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.58(4).wav,train,SPK002,unknown
05-09-2026 17.02(6).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.02(6).wav,train,SPK002,unknown
05-09-2026 17.00.wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.00.wav,train,SPK002,unknown
05-09-2026 16.57.wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.57.wav,train,SPK002,unknown
05-09-2026 17.00(6).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.00(6).wav,train,SPK002,unknown
05-09-2026 17.02(2).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.02(2).wav,train,SPK002,unknown
05-09-2026 17.02(8).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.02(8).wav,train,SPK002,unknown
05-09-2026 16.58.wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.58.wav,train,SPK002,unknown
05-09-2026 16.54.wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.54.wav,train,SPK002,unknown
05-09-2026 16.57(6).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.57(6).wav,train,SPK002,unknown
05-09-2026 17.00(5).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.00(5).wav,train,SPK002,unknown
05-09-2026 17.01(2).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.01(2).wav,train,SPK002,unknown
05-09-2026 16.59.wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.59.wav,train,SPK002,unknown
05-09-2026 16.55.wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.55.wav,train,SPK002,unknown
05-09-2026 17.00(3).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.00(3).wav,train,SPK002,unknown
05-09-2026 16.56(7).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.56(7).wav,train,SPK002,unknown
05-09-2026 16.56(6).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.56(6).wav,train,SPK002,unknown
05-09-2026 16.56(4).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.56(4).wav,test,SPK002,unknown
05-09-2026 16.55(4).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.55(4).wav,test,SPK002,unknown
05-09-2026 16.56(2).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.56(2).wav,test,SPK002,unknown
05-09-2026 17.00(7).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.00(7).wav,test,SPK002,unknown
05-09-2026 17.00(8).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.00(8).wav,test,SPK002,unknown
05-09-2026 16.56(5).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.56(5).wav,test,SPK002,unknown
05-09-2026 16.57(4).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.57(4).wav,test,SPK002,unknown
05-09-2026 16.59(3).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 16.59(3).wav,test,SPK002,unknown
05-09-2026 17.00(10).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.00(10).wav,test,SPK002,unknown
05-09-2026 17.01(4).wav,PROXIMA_DATA_1/SPK002/unknown/05-09-2026 17.01(4).wav,test,SPK002,unknown
New recording 8.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 8.wav,train,SPK003,proxima
New recording 34.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 34.wav,train,SPK003,proxima
New recording 7.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 7.wav,train,SPK003,proxima
New recording 1.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 1.wav,train,SPK003,proxima
New recording 28.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 28.wav,train,SPK003,proxima
New recording 18.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 18.wav,train,SPK003,proxima
New recording 19.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 19.wav,train,SPK003,proxima
New recording 26.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 26.wav,train,SPK003,proxima
New recording 15.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 15.wav,train,SPK003,proxima
New recording 3.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 3.wav,train,SPK003,proxima
New recording 22.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 22.wav,train,SPK003,proxima
New recording 2.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 2.wav,train,SPK003,proxima
New recording 20.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 20.wav,train,SPK003,proxima
New recording 5.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 5.wav,train,SPK003,proxima
New recording 4.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 4.wav,train,SPK003,proxima
New recording 21.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 21.wav,train,SPK003,proxima
New recording 24.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 24.wav,train,SPK003,proxima
New recording 17.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 17.wav,train,SPK003,proxima
New recording 9.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 9.wav,train,SPK003,proxima
New recording 32.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 32.wav,train,SPK003,proxima
New recording 35.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 35.wav,train,SPK003,proxima
New recording 29.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 29.wav,train,SPK003,proxima
New recording 36.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 36.wav,train,SPK003,proxima
New recording 13.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 13.wav,train,SPK003,proxima
New recording 25.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 25.wav,train,SPK003,proxima
New recording 31.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 31.wav,train,SPK003,proxima
New recording 37.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 37.wav,train,SPK003,proxima
New recording 33.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 33.wav,train,SPK003,proxima
New recording 39.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 39.wav,train,SPK003,proxima
New recording 6.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 6.wav,train,SPK003,proxima
New recording 11.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 11.wav,train,SPK003,proxima
New recording 14.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 14.wav,train,SPK003,proxima
New recording 40.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 40.wav,test,SPK003,proxima
New recording 12.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 12.wav,test,SPK003,proxima
New recording 23.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 23.wav,test,SPK003,proxima
New recording 27.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 27.wav,test,SPK003,proxima
New recording 30.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 30.wav,test,SPK003,proxima
New recording 16.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 16.wav,test,SPK003,proxima
New recording 10.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 10.wav,test,SPK003,proxima
New recording 38.wav,PROXIMA_DATA_1/SPK003/proxima/New recording 38.wav,test,SPK003,proxima
Recording (42).wav,PROXIMA_DATA_1/SPK005/proxima/Recording (42).wav,train,SPK005,proxima
Recording (36).wav,PROXIMA_DATA_1/SPK005/proxima/Recording (36).wav,train,SPK005,proxima
Copy of Recording (35).wav,PROXIMA_DATA_1/SPK005/proxima/Copy of Recording (35).wav,train,SPK005,proxima
Copy of Recording (29).wav,PROXIMA_DATA_1/SPK005/proxima/Copy of Recording (29).wav,train,SPK005,proxima
Recording (46).wav,PROXIMA_DATA_1/SPK005/proxima/Recording (46).wav,train,SPK005,proxima
Copy of Recording (27).wav,PROXIMA_DATA_1/SPK005/proxima/Copy of Recording (27).wav,train,SPK005,proxima
Copy of Recording (32).wav,PROXIMA_DATA_1/SPK005/proxima/Copy of Recording (32).wav,train,SPK005,proxima
Copy of Recording (2).wav,PROXIMA_DATA_1/SPK005/proxima/Copy of Recording (2).wav,train,SPK005,proxima
Copy of Recording (28).wav,PROXIMA_DATA_1/SPK005/proxima/Copy of Recording (28).wav,train,SPK005,proxima
Recording (16).wav,PROXIMA_DATA_1/SPK005/proxima/Recording (16).wav,train,SPK005,proxima
Recording (11).wav,PROXIMA_DATA_1/SPK005/proxima/Recording (11).wav,train,SPK005,proxima
Recording (35).wav,PROXIMA_DATA_1/SPK005/proxima/Recording (35).wav,train,SPK005,proxima
Copy of Recording (46).wav,PROXIMA_DATA_1/SPK005/proxima/Copy of Recording (46).wav,train,SPK005,proxima
Recording (22).wav,PROXIMA_DATA_1/SPK005/proxima/Recording (22).wav,train,SPK005,proxima
Recording (8).wav,PROXIMA_DATA_1/SPK005/proxima/Recording (8).wav,train,SPK005,proxima
Recording (18).wav,PROXIMA_DATA_1/SPK005/proxima/Recording (18).wav,train,SPK005,proxima
Copy of Recording (48).wav,PROXIMA_DATA_1/SPK005/proxima/Copy of Recording (48).wav,train,SPK005,proxima
Recording (41).wav,PROXIMA_DATA_1/SPK005/proxima/Recording (41).wav,train,SPK005,proxima
Copy of Recording (23).wav,PROXIMA_DATA_1/SPK005/proxima/Copy of Recording (23).wav,train,SPK005,proxima
Copy of Recording (51).wav,PROXIMA_DATA_1/SPK005/proxima/Copy of Recording (51).wav,train,SPK005,proxima
Copy of Recording (31).wav,PROXIMA_DATA_1/SPK005/proxima/Copy of Recording (31).wav,train,SPK005,proxima
Copy of Recording (41).wav,PROXIMA_DATA_1/SPK005/proxima/Copy of Recording (41).wav,train,SPK005,proxima
