original_path,output_path,speaker,class,original_format,original_duration,original_sample_rate,original_channels,processing_status,failure_reason
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202118673.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202118673.wav,SPK001,unknown,.wav,1.2000,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202121725.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202121725.wav,SPK001,unknown,.wav,1.2800,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202124703.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202124703.wav,SPK001,unknown,.wav,1.2000,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202130477.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202130477.wav,SPK001,unknown,.wav,1.2000,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202134204.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202134204.wav,SPK001,unknown,.wav,1.4800,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202138670.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202138670.wav,SPK001,unknown,.wav,1.2400,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202141760.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202141760.wav,SPK001,unknown,.wav,1.4000,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202145701.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202145701.wav,SPK001,unknown,.wav,1.4800,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202151360.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202151360.wav,SPK001,unknown,.wav,1.3200,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202155050.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202155050.wav,SPK001,unknown,.wav,1.2800,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202158006.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202158006.wav,SPK001,unknown,.wav,1.4400,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202200807.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202200807.wav,SPK001,unknown,.wav,1.4000,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202203552.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202203552.wav,SPK001,unknown,.wav,1.3200,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202206197.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202206197.wav,SPK001,unknown,.wav,1.6000,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202209647.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202209647.wav,SPK001,unknown,.wav,1.3600,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202212391.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202212391.wav,SPK001,unknown,.wav,1.4000,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202215193.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202215193.wav,SPK001,unknown,.wav,1.3600,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202217760.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202217760.wav,SPK001,unknown,.wav,1.1600,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202223904.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202223904.wav,SPK001,unknown,.wav,1.2400,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202227022.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202227022.wav,SPK001,unknown,.wav,1.2000,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202230122.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202230122.wav,SPK001,unknown,.wav,1.5200,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202233244.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202233244.wav,SPK001,unknown,.wav,1.3200,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202235856.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202235856.wav,SPK001,unknown,.wav,1.2000,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202239056.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202239056.wav,SPK001,unknown,.wav,1.2400,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202241656.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202241656.wav,SPK001,unknown,.wav,1.2400,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202247246.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202247246.wav,SPK001,unknown,.wav,1.2400,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202249758.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202249758.wav,SPK001,unknown,.wav,1.4400,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202258636.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202258636.wav,SPK001,unknown,.wav,1.4000,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202301580.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202301580.wav,SPK001,unknown,.wav,1.3200,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202304226.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202304226.wav,SPK001,unknown,.wav,1.3600,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202306970.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202306970.wav,SPK001,unknown,.wav,1.4800,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202310372.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202310372.wav,SPK001,unknown,.wav,1.3200,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202312971.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202312971.wav,SPK001,unknown,.wav,1.4800,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202315694.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202315694.wav,SPK001,unknown,.wav,1.6000,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202319060.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202319060.wav,SPK001,unknown,.wav,1.6000,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202321939.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202321939.wav,SPK001,unknown,.wav,1.6400,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202330079.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202330079.wav,SPK001,unknown,.wav,1.4400,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202332780.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202332780.wav,SPK001,unknown,.wav,1.6400,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202336847.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202336847.wav,SPK001,unknown,.wav,1.8400,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202339858.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202339858.wav,SPK001,unknown,.wav,1.6000,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202349337.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202349337.wav,SPK001,unknown,.wav,1.4800,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202352128.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202352128.wav,SPK001,unknown,.wav,1.2800,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202355688.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202355688.wav,SPK001,unknown,.wav,1.3600,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202358398.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202358398.wav,SPK001,unknown,.wav,1.1600,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202400811.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202400811.wav,SPK001,unknown,.wav,1.2000,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202416173.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202416173.wav,SPK001,unknown,.wav,1.1600,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202418462.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202418462.wav,SPK001,unknown,.wav,1.1600,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK001\unknown\2026-09-05_202420840.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK001\unknown\2026-09-05_202420840.wav,SPK001,unknown,.wav,1.2400,48000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK002\proxima\05-09-2026 10.48.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK002\proxima\05-09-2026 10.48.wav,SPK002,proxima,.wav,1.4400,16000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK002\proxima\05-09-2026 10.49(2).wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK002\proxima\05-09-2026 10.49(2).wav,SPK002,proxima,.wav,1.6000,16000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK002\proxima\05-09-2026 10.49.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK002\proxima\05-09-2026 10.49.wav,SPK002,proxima,.wav,1.4400,16000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK002\proxima\05-09-2026 10.50(2).wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK002\proxima\05-09-2026 10.50(2).wav,SPK002,proxima,.wav,1.7600,16000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK002\proxima\05-09-2026 10.50.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK002\proxima\05-09-2026 10.50.wav,SPK002,proxima,.wav,1.7000,16000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK002\proxima\05-09-2026 10.51(2).wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK002\proxima\05-09-2026 10.51(2).wav,SPK002,proxima,.wav,1.7600,16000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK002\proxima\05-09-2026 10.51(3).wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK002\proxima\05-09-2026 10.51(3).wav,SPK002,proxima,.wav,1.2800,16000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK002\proxima\05-09-2026 10.51.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK002\proxima\05-09-2026 10.51.wav,SPK002,proxima,.wav,1.9000,16000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK002\proxima\05-09-2026 10.52(2).wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK002\proxima\05-09-2026 10.52(2).wav,SPK002,proxima,.wav,1.7400,16000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK002\proxima\05-09-2026 10.52.wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK002\proxima\05-09-2026 10.52.wav,SPK002,proxima,.wav,1.3400,16000,1,SUCCESS,
c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATASET\SPK002\proxima\05-09-2026 10.53(2).wav,c:\Users\Dell\Desktop\KWS PROJECT\PROXIMA_DATA_2\SPK002\proxima\05-09-2026 10.53(2).wav,SPK002,proxima,.wav,1.6200,16000,1,SUCCESS,
